Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
66314, -0.00, -0.04, 0.95, 0.78, -0.79, 0.06, -0.13, 0.30, -0.62
66343, 0.00, -0.04, 0.95, 0.60, -0.85, -0.09, -0.13, 0.30, -0.62
66373, 0.00, -0.04, 0.96, 0.80, -0.88, 0.04, -0.13, 0.30, -0.62
66403, -0.00, -0.04, 0.95, 0.65, -0.83, 0.04, -0.13, 0.31, -0.62
66433, 0.00, -0.04, 0.95, 0.70, -0.83, -0.03, -0.13, 0.31, -0.62
66463, 0.00, -0.04, 0.95, 0.64, -0.91, -0.09, -0.13, 0.31, -0.60
66497, 0.00, -0.04, 0.95, 0.72, -0.88, 0.14, -0.13, 0.31, -0.61
66526, 0.00, -0.04, 0.96, 0.77, -0.88, -0.06, -0.13, 0.31, -0.61
66556, 0.00, -0.04, 0.95, 0.69, -0.78, -0.04, -0.13, 0.30, -0.62
66586, -0.00, -0.04, 0.96, 0.85, -0.91, 0.07, -0.13, 0.30, -0.62
66617, -0.00, -0.04, 0.95, 0.80, -0.79, 0.02, -0.13, 0.31, -0.61
66647, -0.00, -0.04, 0.95, 0.81, -0.88, -0.04, -0.13, 0.31, -0.62
66677, -0.00, -0.04, 0.95, 0.72, -0.85, -0.03, -0.13, 0.31, -0.62
66733, -0.00, -0.04, 0.95, 0.71, -0.88, 0.06, -0.13, 0.30, -0.62
66765, -0.00, -0.04, 0.95, 0.75, -0.76, -0.10, -0.13, 0.31, -0.62
66795, 0.00, -0.04, 0.95, 0.67, -0.90, -0.04, -0.13, 0.31, -0.61
66824, 0.00, -0.04, 0.95, 0.76, -0.78, -0.05, -0.13, 0.31, -0.61
66853, -0.00, -0.04, 0.95, 0.73, -0.96, 0.01, -0.13, 0.31, -0.61
66883, -0.00, -0.04, 0.95, 0.69, -0.86, 0.02, -0.13, 0.31, -0.61
66913, -0.00, -0.04, 0.95, 0.82, -0.85, 0.03, -0.13, 0.30, -0.61
66941, 0.00, -0.04, 0.96, 0.78, -0.80, -0.11, -0.13, 0.30, -0.61
66971, -0.00, -0.04, 0.95, 0.80, -0.90, 0.04, -0.12, 0.31, -0.61
67013, -0.00, -0.04, 0.95, 0.81, -0.81, -0.10, -0.13, 0.31, -0.61
67041, 0.00, -0.04, 0.95, 0.63, -0.84, -0.07, -0.13, 0.31, -0.61
67073, -0.00, -0.04, 0.95, 0.79, -0.71, 0.02, -0.13, 0.31, -0.62
67101, -0.00, -0.04, 0.95, 0.67, -0.78, -0.03, -0.13, 0.31, -0.61
67132, 0.00, -0.04, 0.95, 0.63, -0.97, -0.08, -0.13, 0.31, -0.61
67161, -0.00, -0.04, 0.95, 0.95, -0.77, -0.09, -0.13, 0.30, -0.62
67190, 0.00, -0.04, 0.95, 0.76, -0.86, 0.05, -0.13, 0.30, -0.62
67223, -0.00, -0.04, 0.96, 0.80, -0.97, -0.02, -0.12, 0.31, -0.61
67252, 0.00, -0.04, 0.96, 0.77, -0.79, 0.14, -0.12, 0.31, -0.61
67281, 0.00, -0.04, 0.95, 0.73, -0.88, -0.03, -0.13, 0.31, -0.61
67312, -0.00, -0.04, 0.95, 0.80, -0.79, -0.03, -0.13, 0.31, -0.61
67342, 0.00, -0.04, 0.95, 0.74, -0.95, 0.05, -0.13, 0.31, -0.61
67372, 0.00, -0.04, 0.95, 0.87, -0.92, 0.06, -0.13, 0.31, -0.61
67401, 0.00, -0.04, 0.95, 0.75, -0.84, -0.02, -0.13, 0.31, -0.61
67432, -0.00, -0.04, 0.95, 0.72, -0.96, 0.02, -0.13, 0.31, -0.61
67467, -0.00, -0.04, 0.95, 0.75, -0.82, 0.08, -0.13, 0.31, -0.61
67496, -0.00, -0.04, 0.95, 0.82, -0.83, 0.11, -0.13, 0.31, -0.61
67525, 0.00, -0.04, 0.95, 0.73, -0.78, -0.03, -0.13, 0.30, -0.61
67553, -0.00, -0.04, 0.95, 0.75, -0.84, -0.01, -0.13, 0.30, -0.61
67582, 0.00, -0.04, 0.95, 0.73, -0.92, -0.03, -0.13, 0.31, -0.61
67613, -0.00, -0.04, 0.95, 0.84, -0.85, 0.08, -0.13, 0.31, -0.62
67643, 0.00, -0.04, 0.95, 0.70, -0.89, 0.01, -0.13, 0.31, -0.62
67672, -0.00, -0.04, 0.96, 0.73, -0.95, -0.02, -0.13, 0.31, -0.62
67706, -0.00, -0.04, 0.95, 0.74, -0.71, -0.04, -0.13, 0.31, -0.62
67736, 0.00, -0.04, 0.95, 0.77, -0.74, 0.03, -0.13, 0.31, -0.62
67767, -0.00, -0.04, 0.95, 0.88, -0.95, 0.03, -0.13, 0.31, -0.62
67796, 0.00, -0.04, 0.96, 0.70, -0.88, 0.12, -0.13, 0.31, -0.62
67826, -0.00, -0.04, 0.95, 0.76, -0.88, -0.08, -0.13, 0.30, -0.62
67856, -0.00, -0.04, 0.95, 0.73, -0.81, -0.06, -0.13, 0.30, -0.62
67887, -0.00, -0.04, 0.95, 0.88, -0.77, 0.05, -0.13, 0.30, -0.61
67916, 0.00, -0.04, 0.95, 0.74, -0.65, -0.01, -0.13, 0.31, -0.61
67950, -0.00, -0.04, 0.96, 0.76, -0.86, -0.11, -0.13, 0.31, -0.61
67978, -0.00, -0.04, 0.95, 0.68, -0.83, 0.04, -0.13, 0.31, -0.61
68007, -0.00, -0.04, 0.95, 0.81, -0.86, -0.07, -0.13, 0.31, -0.61
68036, -0.00, -0.04, 0.96, 0.74, -0.84, -0.07, -0.13, 0.31, -0.61
68067, 0.00, -0.04, 0.95, 0.57, -0.79, 0.03, -0.13, 0.31, -0.61
68096, -0.00, -0.04, 0.95, 0.75, -0.84, 0.00, -0.12, 0.31, -0.61
68126, 0.00, -0.04, 0.95, 0.71, -0.83, 0.03, -0.13, 0.31, -0.60
68161, -0.00, -0.04, 0.95, 0.77, -0.75, 0.05, -0.13, 0.31, -0.60
68190, 0.00, -0.04, 0.96, 0.68, -0.90, -0.07, -0.13, 0.31, -0.61
68219, -0.00, -0.04, 0.95, 0.90, -0.74, 0.01, -0.13, 0.31, -0.61
68249, 0.00, -0.04, 0.96, 0.68, -0.91, 0.04, -0.13, 0.31, -0.61
68278, -0.00, -0.04, 0.95, 0.68, -0.95, -0.07, -0.13, 0.31, -0.61
68307, 0.00, -0.04, 0.95, 0.73, -0.91, 0.03, -0.13, 0.31, -0.61
68337, 0.00, -0.04, 0.95, 0.82, -0.77, -0.01, -0.12, 0.31, -0.61
68367, -0.00, -0.04, 0.95, 0.71, -0.84, 0.07, -0.12, 0.31, -0.61
68401, 0.00, -0.04, 0.95, 0.83, -0.79, 0.07, -0.13, 0.31, -0.61
68430, -0.00, -0.04, 0.95, 0.85, -0.79, -0.02, -0.13, 0.30, -0.61
68461, 0.00, -0.04, 0.95, 0.74, -0.88, 0.03, -0.13, 0.30, -0.61
68502, -0.00, -0.04, 0.95, 0.72, -0.84, 0.00, -0.13, 0.31, -0.61
68547, -0.00, -0.04, 0.95, 0.74, -0.78, 0.00, -0.13, 0.31, -0.61
68575, -0.00, -0.04, 0.95, 0.63, -0.88, -0.01, -0.13, 0.31, -0.61
68606, -0.00, -0.04, 0.96, 0.76, -0.75, 0.00, -0.13, 0.31, -0.61
68636, 0.00, -0.04, 0.96, 0.62, -0.94, -0.02, -0.13, 0.31, -0.60
68670, 0.00, -0.04, 0.95, 0.87, -0.87, -0.10, -0.13, 0.31, -0.60
68699, 0.00, -0.04, 0.95, 0.82, -0.79, -0.02, -0.13, 0.31, -0.61
68728, -0.00, -0.04, 0.95, 0.77, -0.75, -0.01, -0.13, 0.31, -0.61
68758, -0.00, -0.04, 0.95, 0.88, -0.79, 0.04, -0.13, 0.31, -0.61
68787, -0.00, -0.04, 0.95, 0.77, -0.85, 0.01, -0.12, 0.31, -0.62
68816, 0.00, -0.04, 0.95, 0.85, -0.84, -0.02, -0.12, 0.31, -0.62
68848, -0.00, -0.04, 0.95, 0.77, -0.84, 0.07, -0.13, 0.31, -0.61
68876, -0.00, -0.04, 0.96, 0.88, -0.76, -0.01, -0.13, 0.31, -0.61
68919, 0.00, -0.04, 0.95, 0.84, -0.81, -0.05, -0.13, 0.31, -0.62
68951, 0.00, -0.04, 0.96, 0.73, -0.67, 0.11, -0.13, 0.31, -0.62
68980, 0.00, -0.04, 0.95, 0.69, -0.80, -0.01, -0.13, 0.31, -0.62
69011, 0.00, -0.04, 0.95, 0.67, -0.76, 0.08, -0.13, 0.31, -0.62
69041, -0.00, -0.04, 0.95, 0.74, -0.78, 0.00, -0.13, 0.31, -0.62
69070, 0.00, -0.04, 0.95, 0.63, -0.85, 0.20, -0.13, 0.31, -0.62
69100, 0.00, -0.04, 0.95, 0.79, -0.74, -0.01, -0.13, 0.31, -0.62
69129, 0.00, -0.04, 0.95, 0.66, -0.83, 0.06, -0.13, 0.31, -0.62
69156, 0.00, -0.04, 0.96, 0.74, -0.76, -0.01, -0.12, 0.31, -0.62
69186, -0.00, -0.04, 0.95, 0.76, -0.79, 0.02, -0.12, 0.31, -0.62
69215, -0.00, -0.04, 0.95, 0.68, -0.88, 0.03, -0.13, 0.30, -0.62
69243, -0.00, -0.04, 0.95, 0.76, -0.87, -0.06, -0.13, 0.31, -0.61
69273, 0.00, -0.04, 0.95, 0.77, -0.74, -0.02, -0.13, 0.31, -0.61
69303, 0.00, -0.04, 0.95, 0.86, -0.84, 0.00, -0.13, 0.31, -0.61
69332, -0.00, -0.04, 0.95, 0.80, -0.80, 0.03, -0.13, 0.31, -0.61
69365, 0.00, -0.04, 0.95, 0.68, -0.82, 0.04, -0.13, 0.31, -0.62
69397, 0.00, -0.04, 0.95, 0.75, -0.91, -0.02, -0.12, 0.30, -0.61
69426, -0.00, -0.04, 0.95, 0.74, -0.87, 0.01, -0.12, 0.30, -0.61
69456, -0.00, -0.04, 0.95, 0.68, -0.77, 0.03, -0.13, 0.31, -0.62
69486, 0.00, -0.04, 0.95, 0.81, -0.81, 0.03, -0.13, 0.31, -0.62
69516, 0.00, -0.04, 0.96, 0.75, -0.87, -0.01, -0.13, 0.30, -0.61
69547, 0.00, -0.04, 0.95, 0.77, -0.81, 0.05, -0.13, 0.31, -0.62
69576, 0.00, -0.04, 0.95, 0.91, -0.85, -0.05, -0.13, 0.31, -0.62
69611, 0.00, -0.04, 0.96, 0.73, -0.88, -0.03, -0.13, 0.31, -0.61
69640, -0.00, -0.04, 0.95, 0.77, -0.83, 0.11, -0.13, 0.31, -0.61
69670, 0.00, -0.04, 0.96, 0.60, -0.87, 0.12, -0.13, 0.31, -0.63
69700, -0.00, -0.04, 0.95, 0.90, -0.82, 0.12, -0.13, 0.31, -0.62
69729, -0.00, -0.04, 0.95, 0.78, -0.81, -0.03, -0.13, 0.31, -0.62
69758, -0.00, -0.04, 0.95, 0.74, -0.88, 0.03, -0.13, 0.30, -0.62
69790, 0.00, -0.04, 0.95, 0.67, -0.76, 0.06, -0.13, 0.30, -0.62
69820, -0.00, -0.04, 0.96, 0.74, -0.90, -0.03, -0.12, 0.30, -0.62
69852, 0.00, -0.04, 0.95, 0.68, -0.77, 0.02, -0.13, 0.30, -0.62
69881, -0.00, -0.04, 0.95, 0.69, -0.88, -0.03, -0.13, 0.30, -0.62
69911, 0.00, -0.04, 0.95, 0.72, -0.82, -0.13, -0.13, 0.31, -0.62
69940, 0.00, -0.04, 0.95, 0.79, -0.78, -0.09, -0.13, 0.31, -0.62
69970, -0.00, -0.04, 0.95, 0.72, -0.84, -0.06, -0.13, 0.31, -0.62
70000, 0.00, -0.04, 0.96, 0.75, -0.87, 0.02, -0.13, 0.31, -0.62
70031, -0.00, -0.04, 0.95, 0.83, -0.84, 0.14, -0.12, 0.30, -0.61
70061, 0.00, -0.04, 0.95, 0.69, -0.77, 0.03, -0.13, 0.31, -0.62
70093, 0.00, -0.04, 0.96, 0.72, -0.83, 0.06, -0.13, 0.31, -0.62
70125, 0.00, -0.04, 0.95, 0.71, -0.79, 0.06, -0.13, 0.30, -0.61
70153, 0.00, -0.04, 0.95, 0.87, -0.88, -0.13, -0.13, 0.30, -0.61
70184, 0.00, -0.04, 0.95, 0.89, -0.89, 0.03, -0.13, 0.31, -0.62
70214, 0.00, -0.04, 0.95, 0.75, -0.84, -0.11, -0.12, 0.30, -0.61
70246, 0.00, -0.04, 0.95, 0.68, -0.94, 0.03, -0.12, 0.30, -0.61
70275, -0.00, -0.04, 0.95, 0.70, -0.80, 0.05, -0.13, 0.31, -0.61
70319, -0.00, -0.04, 0.95, 0.74, -0.83, -0.06, -0.13, 0.31, -0.62
70362, -0.00, -0.04, 0.95, 0.86, -0.75, -0.13, -0.12, 0.30, -0.61
70391, 0.00, -0.04, 0.95, 0.76, -0.77, 0.04, -0.12, 0.30, -0.61
70421, -0.00, -0.04, 0.95, 0.68, -0.75, 0.03, -0.13, 0.31, -0.61
70451, -0.00, -0.04, 0.95, 0.83, -0.88, 0.02, -0.13, 0.31, -0.61
70480, 0.00, -0.04, 0.95, 0.74, -0.76, 0.05, -0.13, 0.30, -0.61
70511, 0.00, -0.04, 0.95, 0.76, -0.81, 0.03, -0.13, 0.30, -0.61
70540, 0.00, -0.04, 0.95, 0.76, -0.81, 0.05, -0.12, 0.31, -0.61
70573, -0.00, -0.04, 0.95, 0.81, -0.75, 0.00, -0.13, 0.30, -0.61
70602, 0.00, -0.04, 0.95, 0.78, -0.76, -0.02, -0.13, 0.30, -0.61
70632, 0.00, -0.04, 0.95, 0.77, -0.74, -0.06, -0.13, 0.31, -0.61
70661, 0.00, -0.04, 0.96, 0.73, -0.81, 0.09, -0.13, 0.31, -0.61
70691, 0.00, -0.04, 0.96, 0.80, -0.86, -0.06, -0.13, 0.31, -0.61
70720, 0.00, -0.04, 0.95, 0.74, -0.82, -0.08, -0.13, 0.30, -0.61
70750, -0.00, -0.04, 0.95, 0.85, -0.86, 0.11, -0.13, 0.30, -0.61
70779, 0.00, -0.04, 0.95, 0.76, -0.82, -0.10, -0.13, 0.31, -0.61
70821, 0.00, -0.04, 0.95, 0.80, -0.81, 0.00, -0.13, 0.31, -0.62
70851, 0.00, -0.04, 0.96, 0.77, -0.76, -0.01, -0.13, 0.31, -0.62
70881, 0.00, -0.04, 0.96, 0.80, -0.81, 0.03, -0.13, 0.30, -0.61
70910, 0.00, -0.04, 0.95, 0.67, -0.81, -0.06, -0.13, 0.30, -0.61
70940, 0.00, -0.04, 0.95, 0.75, -0.83, 0.02, -0.13, 0.30, -0.61
70970, 0.00, -0.04, 0.96, 0.82, -0.82, 0.05, -0.13, 0.30, -0.61
70999, 0.00, -0.04, 0.96, 0.87, -0.82, 0.04, -0.13, 0.30, -0.61
71027, 0.00, -0.04, 0.95, 0.84, -0.78, -0.01, -0.12, 0.31, -0.62
71061, 0.00, -0.04, 0.95, 0.81, -0.80, 0.01, -0.12, 0.31, -0.62
71091, 0.00, -0.04, 0.95, 0.77, -0.80, -0.02, -0.13, 0.30, -0.62
71120, -0.00, -0.04, 0.95, 0.72, -0.90, 0.03, -0.13, 0.30, -0.62
71150, 0.00, -0.04, 0.95, 0.78, -0.72, 0.06, -0.13, 0.31, -0.62
71179, 0.00, -0.04, 0.95, 0.74, -0.91, -0.03, -0.13, 0.31, -0.62
71207, 0.00, -0.04, 0.95, 0.71, -0.81, 0.01, -0.13, 0.31, -0.62
71236, 0.00, -0.04, 0.95, 0.66, -0.83, 0.03, -0.13, 0.30, -0.62
71267, -0.00, -0.04, 0.95, 0.78, -0.90, 0.03, -0.13, 0.30, -0.62
71299, 0.00, -0.04, 0.95, 0.93, -0.81, 0.06, -0.13, 0.30, -0.61
71329, 0.00, -0.04, 0.95, 0.75, -0.74, -0.02, -0.13, 0.31, -0.61
71360, -0.00, -0.04, 0.95, 0.76, -0.86, 0.01, -0.13, 0.31, -0.61
71389, -0.00, -0.04, 0.95, 0.71, -0.87, -0.10, -0.13, 0.30, -0.62
71418, -0.00, -0.04, 0.95, 0.68, -0.93, -0.08, -0.13, 0.30, -0.62
71448, 0.00, -0.04, 0.96, 0.81, -0.95, 0.01, -0.13, 0.31, -0.62
71477, 0.00, -0.04, 0.95, 0.76, -0.74, 0.03, -0.13, 0.31, -0.62
71511, 0.00, -0.04, 0.95, 0.78, -0.94, 0.00, -0.13, 0.30, -0.62
71541, -0.00, -0.04, 0.96, 0.67, -0.81, 0.09, -0.13, 0.30, -0.62
71571, 0.00, -0.04, 0.95, 0.73, -0.95, -0.06, -0.13, 0.30, -0.62
71601, 0.00, -0.04, 0.95, 0.67, -0.93, -0.11, -0.13, 0.31, -0.62
71630, 0.00, -0.04, 0.95, 0.75, -0.82, 0.03, -0.13, 0.31, -0.62
71659, 0.00, -0.04, 0.95, 0.72, -0.81, -0.01, -0.13, 0.31, -0.61
71687, -0.00, -0.04, 0.95, 0.87, -0.91, -0.01, -0.12, 0.30, -0.61
71716, 0.00, -0.04, 0.95, 0.78, -0.78, 0.12, -0.12, 0.30, -0.61
71749, 0.00, -0.04, 0.95, 0.87, -0.95, -0.06, -0.13, 0.31, -0.61
71778, 0.00, -0.04, 0.95, 0.74, -0.86, 0.03, -0.13, 0.31, -0.61
71808, -0.00, -0.04, 0.95, 0.76, -0.89, -0.03, -0.13, 0.31, -0.61
71837, -0.00, -0.04, 0.95, 0.71, -0.85, 0.00, -0.13, 0.31, -0.61
71867, -0.00, -0.04, 0.95, 0.81, -0.88, 0.07, -0.12, 0.31, -0.61
71896, -0.00, -0.04, 0.95, 0.67, -0.90, 0.03, -0.13, 0.31, -0.61
71926, -0.00, -0.04, 0.95, 0.70, -0.88, -0.11, -0.13, 0.31, -0.61
71955, 0.00, -0.04, 0.95, 0.72, -0.91, 0.01, -0.13, 0.31, -0.62
71995, -0.00, -0.04, 0.96, 0.77, -0.93, -0.03, -0.13, 0.31, -0.60
72026, 0.00, -0.04, 0.96, 0.74, -0.92, -0.03, -0.13, 0.31, -0.60
72054, -0.00, -0.04, 0.95, 0.81, -0.81, 0.08, -0.13, 0.31, -0.61
72084, 0.00, -0.04, 0.96, 0.72, -0.95, -0.08, -0.13, 0.31, -0.61
72115, 0.00, -0.04, 0.96, 0.82, -0.88, 0.02, -0.13, 0.31, -0.61
72168, -0.00, -0.04, 0.95, 0.78, -0.81, 0.03, -0.12, 0.31, -0.62
72198, -0.00, -0.04, 0.95, 0.74, -0.88, 0.08, -0.13, 0.31, -0.61
72227, 0.00, -0.04, 0.95, 0.76, -0.82, 0.05, -0.13, 0.31, -0.61
72261, -0.00, -0.04, 0.95, 0.87, -0.95, -0.02, -0.13, 0.31, -0.61
72290, 0.00, -0.04, 0.95, 0.81, -0.95, -0.11, -0.13, 0.31, -0.61
72321, 0.00, -0.04, 0.95, 0.79, -0.84, 0.04, -0.12, 0.30, -0.61
72349, 0.00, -0.04, 0.96, 0.75, -0.81, -0.01, -0.13, 0.31, -0.61
72381, 0.00, -0.04, 0.95, 0.74, -0.90, 0.09, -0.13, 0.31, -0.61
72411, 0.00, -0.04, 0.95, 0.80, -0.81, 0.01, -0.13, 0.31, -0.61
72439, 0.00, -0.04, 0.95, 0.78, -0.93, 0.03, -0.13, 0.31, -0.61
72469, 0.00, -0.04, 0.95, 0.73, -0.88, 0.11, -0.12, 0.31, -0.62
72502, -0.00, -0.04, 0.95, 0.69, -0.89, -0.03, -0.13, 0.31, -0.62
72531, 0.00, -0.04, 0.95, 0.71, -0.87, 0.07, -0.13, 0.31, -0.62
72561, 0.00, -0.04, 0.96, 0.76, -0.82, 0.07, -0.13, 0.31, -0.62
72591, -0.00, -0.04, 0.95, 0.88, -0.88, 0.04, -0.13, 0.31, -0.62
72622, -0.00, -0.04, 0.95, 0.79, -0.78, -0.13, -0.12, 0.31, -0.61
72651, -0.00, -0.04, 0.95, 0.70, -0.88, 0.01, -0.12, 0.31, -0.61
72681, -0.00, -0.04, 0.95, 0.80, -0.76, 0.03, -0.12, 0.31, -0.62
72813, -0.00, -0.04, 0.95, 0.76, -0.83, -0.01, -0.13, 0.31, -0.62
72844, 0.00, -0.04, 0.95, 0.63, -0.94, -0.03, -0.13, 0.31, -0.62
72872, 0.00, -0.04, 0.96, 0.86, -0.79, 0.08, -0.13, 0.31, -0.62
72904, 0.00, -0.04, 0.96, 0.82, -0.74, -0.01, -0.13, 0.31, -0.62
72934, 0.00, -0.04, 0.95, 0.88, -0.86, 0.06, -0.13, 0.31, -0.61
72965, 0.00, -0.04, 0.95, 0.70, -0.76, 0.03, -0.13, 0.31, -0.62
72994, -0.00, -0.04, 0.95, 0.67, -0.86, -0.02, -0.13, 0.31, -0.62
73024, -0.00, -0.04, 0.95, 0.87, -0.65, 0.09, -0.13, 0.30, -0.61
73058, -0.00, -0.04, 0.95, 0.66, -0.86, 0.08, -0.13, 0.30, -0.61
73088, 0.00, -0.04, 0.95, 0.81, -0.95, 0.08, -0.12, 0.31, -0.61
73118, -0.00, -0.04, 0.95, 0.81, -0.84, 0.01, -0.13, 0.30, -0.61
73148, -0.00, -0.04, 0.95, 0.71, -0.79, -0.01, -0.13, 0.30, -0.61
73177, -0.00, -0.04, 0.95, 0.74, -0.73, -0.09, -0.13, 0.30, -0.61
73206, 0.00, -0.04, 0.95, 0.93, -0.72, 0.15, -0.13, 0.30, -0.61
73238, -0.00, -0.04, 0.95, 0.80, -0.79, 0.02, -0.12, 0.30, -0.61
73267, 0.00, -0.04, 0.95, 0.84, -0.73, 0.03, -0.13, 0.30, -0.61
73299, -0.00, -0.04, 0.95, 0.63, -0.81, 0.03, -0.13, 0.30, -0.61
73329, -0.00, -0.04, 0.95, 0.78, -0.79, -0.03, -0.13, 0.30, -0.62
73359, -0.00, -0.04, 0.95, 0.85, -0.84, 0.02, -0.13, 0.30, -0.62
73389, -0.00, -0.04, 0.95, 0.83, -0.85, 0.07, -0.13, 0.30, -0.62
73419, 0.00, -0.04, 0.95, 0.69, -0.78, 0.10, -0.13, 0.30, -0.61
73449, -0.00, -0.04, 0.95, 0.88, -0.93, -0.01, -0.13, 0.30, -0.61
73479, -0.00, -0.04, 0.95, 0.88, -0.88, -0.01, -0.13, 0.30, -0.61
73508, 0.00, -0.04, 0.95, 0.81, -0.89, 0.12, -0.13, 0.30, -0.61
73541, 0.00, -0.04, 0.95, 0.74, -0.95, -0.01, -0.13, 0.30, -0.61
73572, 0.00, -0.04, 0.95, 0.79, -0.81, 0.00, -0.13, 0.30, -0.62
73602, 0.00, -0.04, 0.95, 0.64, -0.80, -0.08, -0.13, 0.30, -0.62
73632, 0.00, -0.04, 0.96, 0.69, -0.83, 0.05, -0.13, 0.31, -0.62
73663, 0.00, -0.04, 0.95, 0.67, -0.93, 0.09, -0.13, 0.31, -0.62
73694, -0.00, -0.04, 0.95, 0.89, -0.88, 0.00, -0.13, 0.31, -0.62
73722, -0.00, -0.04, 0.96, 0.86, -0.85, -0.04, -0.13, 0.31, -0.61
73756, 0.00, -0.04, 0.95, 0.77, -0.80, 0.09, -0.13, 0.31, -0.61
73787, 0.00, -0.04, 0.95, 0.72, -0.75, 0.02, -0.13, 0.30, -0.61
73817, 0.00, -0.04, 0.95, 0.80, -0.82, -0.02, -0.13, 0.30, -0.61
73847, 0.00, -0.04, 0.95, 0.72, -0.95, -0.03, -0.13, 0.30, -0.62
73877, 0.00, -0.04, 0.95, 0.80, -0.80, 0.10, -0.13, 0.31, -0.62
73907, 0.00, -0.04, 0.95, 0.68, -0.87, 0.06, -0.13, 0.31, -0.62
73936, -0.00, -0.04, 0.95, 0.77, -0.86, 0.03, -0.13, 0.31, -0.61
73967, -0.00, -0.04, 0.95, 0.81, -0.90, 0.00, -0.13, 0.31, -0.61
74002, 0.00, -0.04, 0.95, 0.80, -0.79, 0.11, -0.13, 0.31, -0.61
74045, -0.00, -0.04, 0.95, 0.73, -0.65, -0.31, -0.13, 0.30, -0.61
74088, -0.02, -0.07, 0.95, 0.88, -0.86, -6.96, -0.12, 0.30, -0.61
74117, 0.00, -0.02, 0.95, 0.82, -0.74, -2.45, -0.12, 0.30, -0.61
74147, 0.00, -0.04, 0.96, 0.77, -0.84, -1.43, -0.13, 0.30, -0.61
74177, -0.00, -0.04, 0.95, 0.87, -0.86, -0.25, -0.13, 0.30, -0.61
74206, -0.00, -0.04, 0.95, 0.74, -0.74, -0.01, -0.13, 0.30, -0.61
74235, -0.00, -0.04, 0.96, 0.78, -0.87, 0.02, -0.13, 0.30, -0.62
74268, 0.00, -0.03, 0.95, 0.69, -0.94, 3.32, -0.13, 0.30, -0.62
74298, -0.00, -0.04, 0.95, 0.72, -0.73, 0.19, -0.13, 0.30, -0.62
74328, 0.00, -0.04, 0.95, 0.74, -0.90, 0.05, -0.13, 0.30, -0.62
74357, -0.00, -0.04, 0.95, 0.80, -0.88, 0.02, -0.13, 0.30, -0.62
74387, -0.01, -0.05, 0.96, 0.84, -0.92, 0.07, -0.13, 0.31, -0.61
74416, 0.00, -0.03, 0.96, 0.77, -1.00, 2.81, -0.13, 0.31, -0.61
74447, 0.00, -0.04, 0.95, 0.63, -0.83, 0.26, -0.13, 0.30, -0.62
74477, 0.00, -0.04, 0.95, 0.68, -0.81, 0.17, -0.13, 0.30, -0.62
74510, -0.00, -0.04, 0.95, 0.85, -0.85, -0.07, -0.12, 0.30, -0.62
74542, 0.00, -0.04, 0.95, 0.74, -0.83, 0.03, -0.13, 0.30, -0.61
74571, 0.00, -0.04, 0.95, 0.82, -0.89, -0.06, -0.13, 0.30, -0.61
74602, 0.00, -0.04, 0.95, 0.76, -0.83, -0.05, -0.12, 0.30, -0.61
74631, 0.00, -0.04, 0.95, 0.82, -0.81, -0.03, -0.12, 0.30, -0.61
74662, 0.00, -0.04, 0.95, 0.67, -0.95, -0.07, -0.13, 0.31, -0.61
74692, -0.00, -0.04, 0.95, 0.81, -0.73, 0.15, -0.13, 0.31, -0.62
74722, 0.00, -0.04, 0.95, 0.60, -0.92, 0.09, -0.13, 0.31, -0.62
74846, 0.00, -0.04, 0.95, 0.72, -0.89, 0.06, -0.13, 0.30, -0.61
74876, 0.00, -0.04, 0.95, 0.78, -0.83, -0.06, -0.13, 0.30, -0.61
74906, 0.00, -0.04, 0.95, 0.70, -0.79, 0.02, -0.12, 0.31, -0.61
74935, 0.00, -0.04, 0.95, 0.79, -0.88, 0.56, -0.12, 0.31, -0.61
74964, 0.00, -0.04, 0.95, 0.77, -0.83, -0.02, -0.13, 0.30, -0.61
74997, 0.00, -0.04, 0.96, 0.81, -0.84, -0.02, -0.13, 0.30, -0.61
75027, 0.00, -0.04, 0.95, 0.64, -0.84, -0.05, -0.13, 0.30, -0.61
75061, 0.00, -0.04, 0.96, 0.74, -0.78, 0.03, -0.13, 0.31, -0.62
75089, 0.00, -0.04, 0.95, 0.70, -0.79, -0.01, -0.13, 0.31, -0.62
75119, 0.00, -0.04, 0.95, 0.72, -0.76, -0.06, -0.13, 0.30, -0.61
75148, 0.00, -0.04, 0.95, 0.81, -0.79, -0.12, -0.13, 0.30, -0.61
75177, 0.00, -0.04, 0.95, 0.73, -0.88, -0.04, -0.13, 0.30, -0.60
75206, 0.00, -0.04, 0.95, 0.74, -0.97, 0.06, -0.12, 0.30, -0.62
75237, 0.00, -0.04, 0.95, 0.84, -0.74, 0.10, -0.12, 0.30, -0.62
75266, 0.00, -0.04, 0.95, 0.81, -0.88, 0.25, -0.12, 0.31, -0.61
75299, 0.00, -0.04, 0.95, 0.61, -0.88, 0.03, -0.12, 0.31, -0.61
75331, 0.00, -0.04, 0.96, 0.77, -0.88, -0.01, -0.13, 0.30, -0.61
75361, -0.00, -0.04, 0.95, 0.75, -0.85, -0.03, -0.13, 0.31, -0.61
75392, 0.00, -0.04, 0.95, 0.67, -0.87, -0.06, -0.13, 0.31, -0.61
